airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
Air_India,AI-864,Mumbai,Early_Morning,one,Evening,Kolkata,Economy,12.52,35,4445
Vistara,UK-836,Chennai,Morning,one,Night,Hyderabad,Economy,10.35,28,7815
Vistara,UK-826,Chennai,Afternoon,one,Evening,Delhi,Economy,5.68,37,5254
Air_India,AI-768,Kolkata,Afternoon,one,Afternoon,Chennai,Business,21.07,9,53748
Indigo,6E-232,Bangalore,Night,one,Early_Morning,Delhi,Economy,5.31,27,3915
Vistara,UK-899,Delhi,Afternoon,one,Morning,Mumbai,Economy,19.04,36,5321
Vistara,UK-706,Kolkata,Morning,two_or_more,Night,Mumbai,Business,12.68,6,67895
Vistara,UK-996,Mumbai,Evening,one,Morning,Bangalore,Business,16.34,5,75523
Air_India,AI-635,Mumbai,Early_Morning,one,Night,Hyderabad,Economy,16.53,8,7362
GO_FIRST,G8-336,Delhi,Afternoon,one,Night,Chennai,Economy,8.04,39,4886
Indigo,6E-354,Mumbai,Afternoon,one,Evening,Kolkata,Economy,6.53,19,6471
AirAsia,I5-1576,Bangalore,Early_Morning,one,Afternoon,Kolkata,Economy,5.32,23,3349
Vistara,UK-878,Hyderabad,Afternoon,one,Late_Night,Delhi,Business,11.1,42,52750
Air_India,AI-806,Mumbai,Early_Morning,one,Afternoon,Kolkata,Economy,6.24,36,5238
AirAsia,I5-1229,Chennai,Evening,one,Late_Night,Delhi,Economy,8.82,17,7266
Air_India,AI-538,Chennai,Night,zero,Night,Delhi,Business,2.7,39,27443
Vistara,UK-945,Delhi,Morning,one,Early_Morning,Hyderabad,Economy,20.36,18,5559
Air_India,AI-559,Hyderabad,Early_Morning,two_or_more,Evening,Chennai,Economy,12.2,5,13408
Air_India,AI-9518,Hyderabad,Night,one,Morning,Mumbai,Economy,11.79,34,3740
Indigo,6E-205,Mumbai,Morning,one,Afternoon,Kolkata,Economy,6.95,16,13357
GO_FIRST,G8-530,Delhi,Early_Morning,one,Night,Chennai,Economy,15.36,12,7069
GO_FIRST,G8-7534,Delhi,Afternoon,one,Night,Chennai,Economy,6.83,16,5004
Vistara,UK-953,Delhi,Night,one,Morning,Bangalore,Economy,12.11,38,4479
Vistara,UK-878,Hyderabad,Afternoon,one,Night,Bangalore,Business,9.83,42,38732
Vistara,UK-951,Delhi,Afternoon,one,Early_Morning,Hyderabad,Business,17.55,12,53753
Air_India,AI-770,Kolkata,Night,one,Morning,Mumbai,Economy,12.32,32,5166
Indigo,6E-963,Delhi,Evening,one,Early_Morning,Chennai,Economy,10.61,49,5728
Indigo,6E-495,Chennai,Early_Morning,one,Afternoon,Mumbai,Economy,5.68,21,7067
SpiceJet,SG-8157,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.27,17,2576
Vistara,UK-876,Hyderabad,Night,one,Afternoon,Delhi,Business,16.97,27,39073
Air_India,AI-660,Mumbai,Evening,one,Morning,Bangalore,Business,15.22,6,54998
Vistara,UK-810,Bangalore,Early_Morning,one,Night,Mumbai,Economy,13.18,20,7690
Vistara,UK-940,Mumbai,Evening,one,Morning,Bangalore,Business,12.77,39,67133
Vistara,UK-808,Bangalore,Early_Morning,one,Night,Mumbai,Economy,14.46,45,6745
Air_India,AI-672,Chennai,Evening,zero,Evening,Mumbai,Business,2.2,19,22468
Air_India,AI-543,Hyderabad,Morning,one,Night,Mumbai,Business,9.8,16,67052
Vistara,UK-878,Hyderabad,Afternoon,one,Morning,Delhi,Business,19.56,12,46296
Air_India,AI-508,Hyderabad,Afternoon,one,Night,Delhi,Business,10.76,3,49926
Air_India,AI-840,Hyderabad,Night,one,Morning,Kolkata,Business,12.31,15,49414
Vistara,UK-776,Kolkata,Evening,one,Early_Morning,Hyderabad,Business,14.54,48,53237
Vistara,UK-880,Hyderabad,Afternoon,one,Morning,Chennai,Economy,20.27,16,4664
Air_India,AI-732,Kolkata,Afternoon,one,Early_Morning,Chennai,Business,18.07,26,58148
Vistara,UK-720,Kolkata,Early_Morning,one,Evening,Hyderabad,Business,12.41,49,51541
Indigo,6E-168,Mumbai,Morning,zero,Afternoon,Delhi,Economy,2.2,12,6276
Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Mumbai,Business,9.64,23,48311
Vistara,UK-899,Delhi,Afternoon,one,Night,Mumbai,Business,8.18,34,40270
Indigo,6E-6096,Delhi,Morning,one,Afternoon,Kolkata,Economy,5.21,44,2500
Air_India,AI-867,Mumbai,Night,one,Evening,Bangalore,Business,18.62,17,57152
Air_India,AI-430,Chennai,Morning,one,Night,Hyderabad,Economy,10.86,18,4834
AirAsia,I5-830,Kolkata,Night,zero,Late_Night,Delhi,Economy,2.44,38,3763
Vistara,UK-818,Bangalore,Evening,one,Early_Morning,Mumbai,Business,12.46,44,86310
Vistara,UK-822,Chennai,Morning,one,Night,Delhi,Business,13.39,33,57141
Air_India,AI-806,Mumbai,Early_Morning,zero,Morning,Delhi,Business,2.17,14,21015
Air_India,AI-507,Bangalore,Early_Morning,zero,Early_Morning,Hyderabad,Business,1.14,32,12755
Air_India,AI-637,Mumbai,Evening,two_or_more,Morning,Kolkata,Economy,14.35,33,7089
Air_India,AI-766,Chennai,Early_Morning,zero,Morning,Kolkata,Business,2.46,24,19794
Air_India,AI-762,Delhi,Night,one,Morning,Chennai,Business,14.75,3,64790
Vistara,UK-910,Mumbai,Evening,one,Morning,Kolkata,Economy,14.69,10,10041
AirAsia,I5-336,Mumbai,Night,one,Late_Night,Kolkata,Economy,5.23,15,7326
Vistara,UK-705,Delhi,Early_Morning,two_or_more,Evening,Chennai,Business,12.55,45,86481
Vistara,UK-708,Kolkata,Night,one,Evening,Hyderabad,Business,23.29,30,52777
Indigo,6E-2093,Hyderabad,Morning,zero,Morning,Delhi,Economy,2.18,6,6558
Air_India,AI-840,Hyderabad,Night,one,Morning,Bangalore,Economy,12.19,45,5891
GO_FIRST,G8-2231,Bangalore,Afternoon,one,Night,Delhi,Economy,7.21,17,5976
Vistara,UK-816,Bangalore,Morning,one,Night,Chennai,Business,8.8,25,59449
Vistara,UK-995,Delhi,Morning,one,Night,Bangalore,Business,12.47,35,52606
Vistara,UK-814,Bangalore,Night,one,Evening,Hyderabad,Business,22.77,48,57427
Vistara,UK-874,Hyderabad,Morning,one,Early_Morning,Bangalore,Business,23.45,13,37920
Vistara,UK-738,Kolkata,Evening,two_or_more,Morning,Mumbai,Business,15.05,35,66517
Vistara,UK-808,Bangalore,Early_Morning,one,Night,Chennai,Economy,14.56,43,6070
SpiceJet,SG-611,Mumbai,Early_Morning,one,Night,Kolkata,Economy,15.34,12,7333
Vistara,UK-870,Hyderabad,Night,one,Evening,Bangalore,Business,22.3,20,61038
Air_India,AI-539,Chennai,Evening,one,Night,Hyderabad,Business,6.9,16,49976
Vistara,UK-944,Mumbai,Afternoon,one,Evening,Hyderabad,Business,5.01,44,59331
Air_India,AI-526,Kolkata,Evening,one,Morning,Delhi,Economy,14.09,40,5470
GO_FIRST,G8-505,Chennai,Evening,one,Morning,Delhi,Economy,14.82,25,3282
GO_FIRST,G8-133,Delhi,Afternoon,one,Night,Bangalore,Economy,6.88,30,5793
Vistara,UK-977,Delhi,Evening,one,Evening,Kolkata,Business,21.82,33,67661
Vistara,UK-812,Bangalore,Morning,one,Night,Mumbai,Business,10.23,8,75493
Vistara,UK-940,Mumbai,Evening,one,Evening,Kolkata,Business,23.67,17,74848
Air_India,AI-430,Chennai,Morning,zero,Afternoon,Delhi,Economy,3.01,14,4172
Vistara,UK-981,Delhi,Night,one,Early_Morning,Hyderabad,Economy,9.83,44,5592
Vistara,UK-832,Chennai,Early_Morning,one,Evening,Kolkata,Business,12.93,18,58370
Vistara,UK-977,Delhi,Evening,one,Evening,Kolkata,Business,22.13,12,66741
Vistara,UK-986,Mumbai,Night,one,Morning,Hyderabad,Economy,10.86,41,4070
AirAsia,I5-631,Mumbai,Morning,one,Evening,Delhi,Economy,7.66,46,2290
Indigo,6E-847,Chennai,Evening,one,Night,Delhi,Economy,6.68,39,3889
Indigo,6E-752,Hyderabad,Early_Morning,one,Afternoon,Chennai,Economy,7.61,26,4456
Vistara,UK-963,Delhi,Morning,one,Night,Chennai,Business,14.15,45,61199
Air_India,AI-439,Delhi,Early_Morning,one,Afternoon,Kolkata,Economy,7.65,5,11844
Vistara,UK-772,Kolkata,Morning,one,Evening,Chennai,Economy,9.43,10,11951
Vistara,UK-870,Hyderabad,Night,one,Night,Bangalore,Economy,26.28,10,12363
Air_India,AI-768,Kolkata,Afternoon,one,Night,Mumbai,Economy,6.01,34,5755
Air_India,AI-615,Mumbai,Early_Morning,one,Morning,Kolkata,Business,26.32,26,38304
Indigo,6E-176,Mumbai,Afternoon,one,Night,Delhi,Economy,6.19,41,2387
GO_FIRST,G8-329,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.12,46,2314
Air_India,AI-541,Hyderabad,Evening,zero,Evening,Delhi,Business,2.27,42,23723
Air_India,AI-774,Mumbai,Night,one,Night,Chennai,Economy,24.58,26,7125
Vistara,UK-833,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7.19,31,4563
Air_India,AI-610,Bangalore,Evening,one,Afternoon,Delhi,Economy,16.99,8,10852
AirAsia,I5-620,Mumbai,Early_Morning,one,Night,Bangalore,Economy,16.02,29,2061
Vistara,UK-776,Kolkata,Evening,one,Night,Bangalore,Business,27.3,6,58043
Air_India,AI-738,Bangalore,Morning,one,Night,Delhi,Business,9.15,13,39214
Air_India,AI-669,Mumbai,Morning,one,Evening,Delhi,Business,28.12,34,39305
Vistara,UK-738,Kolkata,Evening,one,Evening,Mumbai,Business,22.02,8,63248
AirAsia,I5-775,Delhi,Afternoon,one,Night,Hyderabad,Economy,8.96,21,5864
Air_India,AI-538,Chennai,Night,one,Morning,Mumbai,Business,12.59,42,60412
Vistara,UK-834,Chennai,Evening,one,Evening,Hyderabad,Business,23.68,27,63045
Air_India,AI-867,Mumbai,Night,one,Afternoon,Kolkata,Business,17.09,32,48463
Vistara,UK-852,Bangalore,Morning,one,Morning,Chennai,Business,23.13,28,45783
Vistara,UK-838,Chennai,Night,one,Morning,Kolkata,Economy,11.44,48,6041
Air_India,AI-888,Mumbai,Evening,zero,Night,Delhi,Economy,2.58,4,6299
Air_India,AI-806,Mumbai,Early_Morning,one,Evening,Kolkata,Business,11.04,9,48225
Vistara,UK-879,Delhi,Evening,one,Morning,Mumbai,Business,16.45,48,38672
Vistara,UK-877,Mumbai,Morning,one,Afternoon,Delhi,Business,5.27,49,40778
Indigo,6E-895,Kolkata,Evening,one,Night,Delhi,Economy,4.92,38,4694
Air_India,AI-479,Delhi,Night,one,Evening,Kolkata,Business,21.34,45,38421
Vistara,UK-951,Delhi,Afternoon,one,Evening,Kolkata,Economy,5.84,36,6913
GO_FIRST,G8-512,Kolkata,Early_Morning,one,Night,Chennai,Economy,15.93,46,7290
Air_India,AI-429,Chennai,Afternoon,two_or_more,Evening,Bangalore,Business,29.09,43,52702
GO_FIRST,G8-317,Mumbai,Early_Morning,one,Evening,Kolkata,Economy,11.87,44,5299
Vistara,UK-706,Kolkata,Morning,one,Morning,Hyderabad,Economy,23.26,48,5747
Air_India,AI-9893,Hyderabad,Early_Morning,one,Morning,Mumbai,Economy,25.62,23,3178
AirAsia,I5-1782,Bangalore,Night,one,Late_Night,Mumbai,Economy,5.53,27,2217
Vistara,UK-820,Bangalore,Evening,one,Morning,Hyderabad,Business,15.77,29,57632
Air_India,AI-546,Hyderabad,Night,one,Evening,Mumbai,Business,19.6,49,39142
Vistara,UK-863,Mumbai,Morning,one,Night,Delhi,Business,11.44,20,56645
AirAsia,I5-791,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,11.03,32,3071
Vistara,UK-975,Delhi,Early_Morning,one,Evening,Kolkata,Economy,14.26,49,6688
Vistara,UK-808,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.47,21,4318
Vistara,UK-838,Chennai,Night,one,Afternoon,Mumbai,Business,15.59,49,64460
Indigo,6E-5375,Mumbai,Evening,one,Night,Bangalore,Economy,5.43,11,6775
Indigo,6E-588,Chennai,Evening,one,Night,Hyderabad,Economy,4.41,2,4124
Vistara,UK-818,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,16.88,14,11124
Vistara,UK-958,Mumbai,Afternoon,one,Night,Bangalore,Economy,7.98,25,6502
Vistara,UK-944,Mumbai,Afternoon,zero,Evening,Delhi,Business,2.08,7,42583
AirAsia,I5-1518,Hyderabad,Evening,one,Late_Night,Mumbai,Economy,4.46,33,2190
Vistara,UK-836,Chennai,Morning,two_or_more,Night,Bangalore,Economy,11.76,20,6351
Vistara,UK-807,Delhi,Night,one,Morning,Mumbai,Business,13.49,38,51908
Vistara,UK-810,Bangalore,Early_Morning,one,Evening,Kolkata,Business,12.29,45,62678
Vistara,UK-828,Chennai,Early_Morning,one,Night,Delhi,Business,13.67,41,60108
Vistara,UK-897,Bangalore,Early_Morning,two_or_more,Evening,Kolkata,Economy,11.71,18,8845
Vistara,UK-930,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.27,42,3089
Vistara,UK-933,Delhi,Afternoon,one,Morning,Kolkata,Economy,18.35,8,16729
SpiceJet,SG-4009,Bangalore,Early_Morning,one,Morning,Delhi,Economy,25.72,17,3846
Indigo,6E-7156,Hyderabad,Afternoon,one,Evening,Mumbai,Economy,4.55,2,4581
Vistara,UK-778,Kolkata,Afternoon,one,Morning,Hyderabad,Business,18.55,20,62725
Vistara,UK-854,Bangalore,Evening,one,Late_Night,Delhi,Business,6.58,24,40717
Vistara,UK-880,Hyderabad,Afternoon,one,Night,Bangalore,Economy,9.57,36,7605
Vistara,UK-802,Bangalore,Evening,one,Morning,Mumbai,Business,15.1,41,71784
Vistara,UK-954,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.06,47,2285
Vistara,UK-737,Delhi,Afternoon,one,Night,Mumbai,Business,7.72,30,61081
Air_India,AI-768,Kolkata,Afternoon,one,Late_Night,Bangalore,Business,8.54,15,62538
Vistara,UK-995,Delhi,Morning,one,Night,Bangalore,Business,12.66,36,55535
Vistara,UK-970,Mumbai,Morning,one,Evening,Hyderabad,Economy,10.84,49,4020
Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Business,9.55,29,78493
Air_India,AI-640,Bangalore,Early_Morning,one,Night,Delhi,Business,13.49,12,42417
Air_India,AI-805,Delhi,Evening,one,Night,Hyderabad,Business,25.58,14,39008
Vistara,UK-774,Kolkata,Night,one,Morning,Bangalore,Business,14.14,6,50814
Air_India,AI-543,Hyderabad,Morning,one,Night,Mumbai,Economy,9.75,40,4459
Vistara,UK-953,Delhi,Night,one,Morning,Bangalore,Business,12.28,30,43492
Air_India,AI-430,Chennai,Morning,one,Morning,Mumbai,Economy,24.11,36,5699
Indigo,6E-6151,Hyderabad,Morning,one,Evening,Bangalore,Economy,7.54,47,1732
Air_India,AI-505,Bangalore,Morning,one,Night,Mumbai,Business,10.92,43,51097
Indigo,6E-2005,Hyderabad,Afternoon,one,Evening,Bangalore,Economy,4.56,12,6549
Air_India,AI-635,Mumbai,Early_Morning,one,Evening,Hyderabad,Business,12.54,5,50520
Vistara,UK-705,Delhi,Early_Morning,zero,Morning,Kolkata,Business,2.18,37,26891
Air_India,AI-679,Mumbai,Morning,one,Evening,Delhi,Business,9.64,36,44125
Vistara,UK-943,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.0,49,3154
Vistara,UK-878,Hyderabad,Afternoon,one,Evening,Bangalore,Business,6.33,7,43763
GO_FIRST,G8-385,Bangalore,Early_Morning,one,Afternoon,Delhi,Economy,6.36,14,4513
Air_India,AI-538,Chennai,Night,one,Evening,Mumbai,Economy,23.79,12,9189
Vistara,UK-986,Mumbai,Night,one,Morning,Hyderabad,Business,10.73,48,43926
Air_India,AI-9929,Kolkata,Early_Morning,two_or_more,Night,Mumbai,Economy,14.86,7,12999
Vistara,UK-890,Hyderabad,Evening,one,Morning,Kolkata,Business,15.8,40,52295
Vistara,UK-708,Kolkata,Night,one,Morning,Hyderabad,Economy,13.61,34,6205
Air_India,AI-768,Kolkata,Afternoon,one,Night,Chennai,Business,8.31,32,55797
AirAsia,I5-1518,Hyderabad,Evening,one,Early_Morning,Mumbai,Economy,11.23,4,4294
Vistara,UK-836,Chennai,Morning,one,Evening,Kolkata,Business,8.56,43,58499
Air_India,AI-840,Hyderabad,Night,one,Morning,Kolkata,Economy,12.09,41,4656
Vistara,UK-986,Mumbai,Night,one,Evening,Chennai,Business,17.4,22,50337
Vistara,UK-817,Delhi,Evening,one,Night,Mumbai,Business,5.84,23,51761
Air_India,AI-507,Hyderabad,Morning,one,Night,Delhi,Business,15.27,23,37853
Air_India,AI-624,Delhi,Evening,one,Afternoon,Kolkata,Business,17.01,6,52910
Air_India,AI-406,Delhi,Morning,one,Afternoon,Mumbai,Business,5.26,33,45825
Vistara,UK-854,Bangalore,Evening,one,Morning,Chennai,Economy,17.27,2,25425
Vistara,UK-876,Hyderabad,Night,one,Evening,Kolkata,Economy,19.1,32,7429
Indigo,6E-7259,Chennai,Afternoon,one,Night,Hyderabad,Economy,8.48,49,1068
GO_FIRST,G8-331,Mumbai,Morning,one,Afternoon,Bangalore,Economy,3.55,38,4305
Vistara,UK-970,Mumbai,Morning,one,Night,Bangalore,Economy,14.52,10,11176
Vistara,UK-866,Bangalore,Night,one,Morning,Delhi,Economy,13.11,22,4022
Vistara,UK-880,Hyderabad,Afternoon,one,Night,Chennai,Business,9.7,30,83787
Vistara,UK-845,Mumbai,Early_Morning,one,Afternoon,Delhi,Business,6.68,19,53609
AirAsia,I5-996,Bangalore,Evening,one,Early_Morning,Kolkata,Economy,11.76,42,3172
Vistara,UK-870,Hyderabad,Night,one,Morning,Bangalore,Business,14.26,9,60755
Vistara,UK-958,Mumbai,Afternoon,one,Night,Hyderabad,Business,10.71,18,44277
Vistara,UK-878,Hyderabad,Afternoon,one,Morning,Bangalore,Economy,21.58,29,5201
Vistara,UK-708,Kolkata,Night,one,Evening,Hyderabad,Business,23.46,44,51390
SpiceJet,SG-4025,Kolkata,Early_Morning,one,Evening,Delhi,Economy,12.6,41,6351
Vistara,UK-953,Delhi,Night,zero,Night,Mumbai,Business,2.26,39,22055
Vistara,UK-838,Chennai,Night,zero,Night,Delhi,Business,2.9,9,28737
Vistara,UK-776,Kolkata,Evening,one,Evening,Chennai,Business,26.56,16,54505
Air_India,AI-570,Mumbai,Early_Morning,one,Morning,Kolkata,Economy,27.93,41,3773
Vistara,UK-828,Chennai,Early_Morning,one,Morning,Kolkata,Business,26.82,36,58089
Vistara,UK-824,Chennai,Night,one,Afternoon,Delhi,Business,17.85,33,60265
Vistara,UK-812,Bangalore,Morning,one,Evening,Chennai,Business,6.47,26,63333
Vistara,UK-836,Chennai,Morning,two_or_more,Night,Bangalore,Economy,9.88,40,6337
SpiceJet,SG-2976,Delhi,Evening,one,Morning,Mumbai,Economy,15.03,34,3364
Vistara,UK-943,Delhi,Early_Morning,one,Night,Bangalore,Business,15.16,39,57470
Air_India,AI-539,Chennai,Evening,one,Morning,Bangalore,Business,15.95,45,62438
Vistara,UK-838,Chennai,Night,one,Afternoon,Mumbai,Business,17.12,3,77415
Indigo,6E-847,Chennai,Evening,one,Night,Kolkata,Economy,7.09,24,4619
Indigo,6E-841,Bangalore,Afternoon,one,Night,Hyderabad,Economy,7.47,25,2736
Vistara,UK-878,Hyderabad,Afternoon,one,Night,Chennai,Business,10.02,44,75663
Vistara,UK-880,Hyderabad,Afternoon,one,Night,Mumbai,Economy,7.91,45,5048
Vistara,UK-708,Kolkata,Night,one,Evening,Hyderabad,Economy,23.58,11,11675
Vistara,UK-828,Chennai,Early_Morning,one,Evening,Bangalore,Economy,12.67,46,7209
Air_India,AI-687,Mumbai,Afternoon,zero,Evening,Delhi,Economy,2.38,26,2377
Vistara,UK-878,Hyderabad,Afternoon,one,Night,Delhi,Business,7.89,34,50979
Vistara,UK-816,Bangalore,Morning,one,Night,Hyderabad,Economy,11.49,35,6517
Air_India,AI-640,Bangalore,Early_Morning,one,Early_Morning,Hyderabad,Business,24.46,47,37168
Vistara,UK-657,Bangalore,Morning,two_or_more,Morning,Mumbai,Economy,24.1,3,17700
Vistara,UK-878,Hyderabad,Afternoon,one,Early_Morning,Bangalore,Economy,18.97,36,5293
Indigo,6E-2485,Delhi,Afternoon,zero,Afternoon,Chennai,Economy,2.79,36,2832
Air_India,AI-505,Bangalore,Morning,one,Evening,Mumbai,Economy,9.35,25,6086
Air_India,AI-804,Bangalore,Early_Morning,one,Afternoon,Mumbai,Economy,6.44,40,6492
Air_India,AI-512,Delhi,Afternoon,one,Night,Mumbai,Economy,7.53,3,14597
Vistara,UK-852,Bangalore,Morning,one,Night,Chennai,Economy,13.4,10,8981
Air_India,AI-430,Chennai,Morning,one,Evening,Mumbai,Business,8.34,14,47666
AirAsia,I5-1451,Bangalore,Early_Morning,one,Evening,Mumbai,Economy,13.88,49,2136
Air_India,AI-507,Bangalore,Early_Morning,one,Night,Delhi,Business,17.36,25,40130
Vistara,UK-816,Bangalore,Morning,one,Night,Mumbai,Economy,10.48,11,12516
Vistara,UK-958,Mumbai,Afternoon,one,Night,Bangalore,Business,8.02,3,99284
SpiceJet,SG-4010,Chennai,Morning,one,Morning,Kolkata,Economy,24.12,28,4537
Vistara,UK-877,Mumbai,Morning,two_or_more,Night,Chennai,Economy,9.52,16,13254
Vistara,UK-975,Delhi,Early_Morning,one,Afternoon,Hyderabad,Business,6.71,43,53540
Air_India,AI-504,Delhi,Night,one,Night,Hyderabad,Economy,22.86,23,5888
Vistara,UK-943,Delhi,Early_Morning,one,Evening,Chennai,Business,12.51,31,64758
Vistara,UK-836,Chennai,Morning,two_or_more,Night,Bangalore,Economy,12.05,37,7483
Vistara,UK-828,Chennai,Early_Morning,one,Evening,Delhi,Economy,33.69,11,12785
Vistara,UK-778,Kolkata,Afternoon,one,Night,Mumbai,Economy,8.43,31,6038
Vistara,UK-977,Delhi,Evening,one,Afternoon,Hyderabad,Business,17.13,48,56851
AirAsia,I5-1531,Chennai,Night,zero,Night,Bangalore,Economy,1.65,28,1520
Air_India,AI-9609,Delhi,Evening,one,Afternoon,Mumbai,Economy,19.19,41,6538
Air_India,AI-560,Delhi,Early_Morning,one,Afternoon,Kolkata,Business,8.76,47,43497
Vistara,UK-902,Mumbai,Afternoon,one,Night,Bangalore,Business,7.65,15,75996
Vistara,UK-988,Mumbai,Night,one,Afternoon,Hyderabad,Business,15.76,47,58490
Air_India,AI-864,Mumbai,Early_Morning,one,Evening,Hyderabad,Business,12.48,40,43730
Vistara,UK-824,Chennai,Night,one,Morning,Delhi,Business,12.48,2,61699
SpiceJet,SG-8158,Mumbai,Evening,one,Night,Kolkata,Economy,24.87,49,6031
Indigo,6E-5371,Mumbai,Evening,one,Late_Night,Chennai,Economy,4.32,16,3749
Indigo,6E-711,Mumbai,Afternoon,one,Night,Hyderabad,Economy,8.79,40,3724
Air_India,AI-624,Delhi,Evening,zero,Night,Mumbai,Business,2.35,10,29642
Vistara,UK-996,Mumbai,Evening,one,Evening,Kolkata,Business,25.2,40,61964
Vistara,UK-838,Chennai,Night,one,Evening,Hyderabad,Economy,20.12,38,3971
Vistara,UK-776,Kolkata,Evening,one,Evening,Chennai,Business,26.18,18,55451
Air_India,AI-765,Kolkata,Evening,zero,Evening,Chennai,Business,2.43,38,21315
Vistara,UK-772,Kolkata,Morning,one,Late_Night,Delhi,Business,14.39,43,53689
Vistara,UK-960,Mumbai,Morning,one,Evening,Bangalore,Business,7.01,6,73673
Vistara,UK-928,Mumbai,Early_Morning,one,Night,Bangalore,Business,16.05,13,62062
Indigo,6E-6086,Mumbai,Late_Night,zero,Late_Night,Kolkata,Economy,2.65,42,4723
Vistara,UK-893,Bangalore,Evening,one,Morning,Delhi,Economy,13.19,29,3884
Indigo,6E-484,Bangalore,Early_Morning,zero,Morning,Hyderabad,Economy,1.12,10,4148
GO_FIRST,G8-7545,Mumbai,Afternoon,zero,Afternoon,Bangalore,Economy,1.74,24,2105
Indigo,6E-804,Chennai,Evening,one,Night,Hyderabad,Economy,4.99,35,4304
GO_FIRST,G8-512,Kolkata,Early_Morning,one,Afternoon,Bangalore,Economy,9.1,39,6274
Vistara,UK-988,Mumbai,Night,one,Morning,Bangalore,Business,14.78,6,82221
Air_India,AI-685,Mumbai,Early_Morning,one,Afternoon,Hyderabad,Business,9.57,10,31203
Air_India,AI-768,Kolkata,Afternoon,two_or_more,Night,Mumbai,Economy,32.03,8,11588
Vistara,UK-720,Kolkata,Early_Morning,two_or_more,Afternoon,Bangalore,Economy,8.63,22,22087
Air_India,AI-698,Hyderabad,Night,one,Afternoon,Delhi,Economy,14.08,11,14231
Air_India,AI-515,Hyderabad,Morning,one,Evening,Kolkata,Business,7.97,10,34843
Vistara,UK-778,Kolkata,Afternoon,one,Night,Bangalore,Business,8.09,33,60871
Air_India,AI-504,Delhi,Night,one,Early_Morning,Hyderabad,Economy,10.24,2,11654
Vistara,UK-878,Hyderabad,Afternoon,one,Morning,Chennai,Economy,19.99,15,6298
Vistara,UK-738,Kolkata,Evening,one,Night,Mumbai,Business,26.62,27,57565
Vistara,UK-852,Bangalore,Morning,one,Evening,Delhi,Business,7.37,32,55392
Vistara,UK-970,Mumbai,Morning,one,Night,Bangalore,Business,11.45,12,64620
Air_India,AI-685,Mumbai,Early_Morning,one,Evening,Delhi,Economy,11.97,31,5973
Vistara,UK-851,Mumbai,Early_Morning,one,Morning,Hyderabad,Economy,25.86,8,8844
Vistara,UK-854,Bangalore,Evening,one,Morning,Delhi,Business,16.66,13,60497
Vistara,UK-708,Kolkata,Night,one,Night,Mumbai,Business,25.17,27,58076
Air_India,AI-541,Hyderabad,Evening,zero,Evening,Delhi,Business,1.89,25,23181
Air_India,AI-636,Delhi,Afternoon,one,Night,Kolkata,Business,9.01,23,53035
Vistara,UK-832,Chennai,Early_Morning,one,Night,Mumbai,Business,17.05,24,65074
Air_India,AI-868,Delhi,Evening,one,Evening,Bangalore,Economy,24.42,17,4126
Air_India,AI-573,Kolkata,Evening,one,Afternoon,Delhi,Economy,19.29,39,8497
Vistara,UK-822,Chennai,Morning,one,Evening,Bangalore,Business,8.07,32,41996
Vistara,UK-820,Bangalore,Evening,one,Evening,Hyderabad,Business,26.34,9,53554
Vistara,UK-832,Chennai,Early_Morning,one,Evening,Mumbai,Business,10.61,45,62980
Vistara,UK-870,Hyderabad,Night,one,Evening,Chennai,Business,19.93,21,59624
Indigo,6E-944,Hyderabad,Night,zero,Night,Kolkata,Economy,2.2,30,3265
Air_India,AI-883,Delhi,Night,one,Morning,Mumbai,Business,10.42,38,46636
Vistara,UK-994,Mumbai,Morning,one,Evening,Hyderabad,Business,6.48,44,57595
Air_India,AI-559,Hyderabad,Early_Morning,one,Late_Night,Bangalore,Business,17.57,23,59730
Air_India,AI-507,Hyderabad,Morning,one,Night,Delhi,Economy,15.33,15,6767
Vistara,UK-834,Chennai,Evening,one,Night,Bangalore,Business,6.21,38,58941
Indigo,6E-735,Bangalore,Evening,zero,Night,Delhi,Economy,2.88,46,4521
Air_India,AI-888,Mumbai,Evening,one,Night,Bangalore,Business,25.19,47,56568
Indigo,6E-413,Hyderabad,Early_Morning,one,Afternoon,Chennai,Economy,9.13,44,1549
Air_India,AI-748,Bangalore,Late_Night,one,Night,Delhi,Economy,18.26,40,5470
Vistara,UK-708,Kolkata,Night,one,Evening,Hyderabad,Business,23.48,6,53227
Vistara,UK-824,Chennai,Night,one,Early_Morning,Bangalore,Business,11.43,32,44425
Vistara,UK-898,Hyderabad,Early_Morning,one,Morning,Mumbai,Economy,26.77,24,3577
